# GTOC4 list of asteroids' Keplerian orbital parameters in the J2000 heliocentric ecliptic frame
# Name         Epoch (MJD)    a (AU)                   e                        i (deg)                  LAN (deg)                arg. periap. (deg)       mean anomaly (deg)
'2005SX4'      54800.000000   2.7272511442253800e+00   5.7498613758030959e-01   3.5363493551921645e+00   1.7119463292885010e+02   2.5011865052910244e+02   2.4241776245417347e+02
'2005SY70'     54800.000000   2.2800775401495699e+00   5.3912001977726209e-01   1.4380077422497524e+00   1.9061133148568214e+01   3.5857098611867451e+02   3.2879359457117823e+02
'2005TC'       54800.000000   3.7269200381183198e+00   7.2158668186990149e-01   1.4979733603799167e+01   9.0279634972909069e+00   3.2207801445219536e+02   1.6268191726037654e+02
'2005TD49'     54800.000000   2.6864482745800600e+00   6.2263792645564098e-01   9.3256819617326667e-02   1.9650027233007467e+02   1.9170150924450243e+02   2.5496135277039602e+02
'2005TE'       54800.000000   1.7552828368572300e+00   5.7945771228665111e-01   6.5141899261926062e+00   1.3045124964419033e+01   2.7061856651436381e+02   1.5574454312759764e+02
'2005TF45'     54800.000000   1.1560476883315300e+00   7.3985015918543853e-02   6.8061693739844307e+00   1.9719628396558988e+02   3.7292829550746262e+01   3.2937442748390527e+02
'2005TF49'     54800.000000   1.0419353630415700e+00   2.5438958997116054e-02   2.4549918214840631e+01   2.5762380785127540e+01   3.0235785367001915e+02   4.8657251563047190e+01
'2005TM'       54800.000000   8.4133277972885201e-01   4.1643589471130188e-01   5.2024410746449856e+00   8.5172014957140494e+00   1.5196612464824426e+02   2.7292421584679113e+02
'2005TN'       54800.000000   1.7658444926375700e+00   3.0110605421450243e-01   1.6851191748310992e+01   1.3363953193259773e+01   3.1320720122267323e+02   1.4722505426677120e+02
'2005TP'       54800.000000   2.2802076720725601e+00   5.8714589866968969e-01   7.8688246981469288e+00   8.6468454786664410e+01   3.5367990504426086e+02   3.1207438978124844e+02
'2005TR15'     54800.000000   2.1167899066266300e+00   4.3213635270706136e-01   3.9181000515284965e+00   2.1426824348069562e+02   5.9088896506694894e+01   6.8010958456102657e+01
'2005TU45'     54800.000000   1.9742636996773899e+00   4.9564856104180699e-01   2.8545071456763182e+01   1.2026304655635721e+02   7.6894487536028308e+01   8.2425243774200197e+01
'2005UB'       54800.000000   1.8955727884135001e+00   7.3864356802393849e-01   2.7721998347353036e+01   2.7216261205452258e+02   3.0876552428569277e+00   8.8197812265086242e+01
'2005UF'       54800.000000   1.6749910079761099e+00   5.1541913655250260e-01   7.2829761771412294e+00   2.0997197352249037e+02   2.4431791853003921e+02   1.3501753880826374e+02
'2005UF1'      54800.000000   2.1852320749581402e+00   4.3150976228525278e-01   1.3578539304320527e+01   4.9578840078633078e+01   1.2594352485348435e+00   3.3777710249096435e+02
'2005UH'       54800.000000   1.6260110253015401e+00   3.8099226071504516e-01   6.3243693695597827e+00   3.6486357685344700e+01   3.0751946838613156e+02   2.0068716050093852e+02
'2005UH6'      54800.000000   1.0006640627210901e+00   6.3230497939319119e-01   2.6484263889641464e+00   1.9209151230553793e+01   2.0025315258283533e+02   1.0672858289157855e+02
'2005UL1'      54800.000000   1.3674800185166600e+00   2.3080668479520206e-01   1.8382689131869590e+01   3.5740259969190078e+01   3.7811887712498802e+01   3.1343977171941890e+02
'2005UN157'    54800.000000   2.5462424652743199e+00   8.5533333598039119e-01   4.4839862868306106e+01   2.1798193971685581e+01   2.0999062435489105e+02   3.1260118790571414e+02
'2005UP64'     54800.000000   2.6893105133691000e+00   5.7928121421074796e-01   2.3698180626179376e+01   2.0270617524665184e+02   2.8042908845756574e+02   2.2013773075408241e+02
'2005UQ'       54800.000000   2.2441785155046001e+00   5.4703917890192799e-01   8.7099438012935320e+00   2.5592918240076031e+01   3.3684898914081504e+02   3.3970383522999595e+02
'2005UT64'     54800.000000   1.8213325479528399e+00   5.2281308858108477e-01   1.0489071436736639e+01   1.6171621580107308e+02   3.2713641102357519e+02   5.7465856811422313e+01
'2005UU6'      54800.000000   2.4785096206921500e+00   5.0175993127795804e-01   1.6828814074196089e+01   2.1269723182114518e+02   1.9007975557045978e+02   2.8291666752112906e+02
'2005UW5'      54800.000000   1.3973541787060699e+00   3.9513340613159259e-01   2.9405461055837714e+00   3.5203445154185239e+01   6.3051497200566047e+01   2.8489404887044054e+02
'2005UY5'      54800.000000   2.2273200006621199e+00   4.1699395792514360e-01   7.1361874642300798e+00   5.6664098637046038e+01   2.6186817087499543e+02   2.7592437161176573e+01
'2005VB7'      54800.000000   1.8019155061812999e+00   3.4756384165277598e-01   3.2582349242226563e+01   2.4151941042913967e+02   2.1229048708020017e+02   6.9238315565534577e+01
'2005VE'       54800.000000   1.0636723245698700e+00   2.7520061437509158e-01   2.2416593056497700e+01   2.2342781326919959e+02   3.1693155471615864e+01   6.3448712354529022e+01
'2005VJ1'      54800.000000   2.6390341364656100e+00   5.2660209644472966e-01   1.1274940884118545e+01   3.3099075689520720e+02   7.6841610407276505e+01   2.5339555478349101e+02
'2005VO'       54800.000000   2.4387928957552099e+00   6.7116513607403183e-01   4.8224812979565346e-01   2.0429879719336455e+02   2.5452409576781915e+02   2.7785061183905259e+02
'2005VR7'      54800.000000   1.0828577802223500e+00   2.8717346340045358e-01   2.5248505243745921e+01   2.5492247220396538e+02   1.0102884977706125e+02   3.0986084680803759e+02
'2005VT2'      54800.000000   2.3243696749735201e+00   5.6501389613444430e-01   6.1432956403139904e+00   2.0051261216798829e+02   1.5503587656277347e+02   3.2234453777520639e+02
'2005VY1'      54800.000000   1.6733420986751000e+00   4.1094323551873646e-01   6.6078227768496411e+00   4.5086149261663508e+01   1.8157578821432697e+01   1.4210938196121279e+02
'2005WE55'     54800.000000   1.7422709809215000e+00   3.9783527586152434e-01   2.3534543293673298e+01   6.3308950293919921e+01   8.7312907634588711e+01   6.7845224483787860e+01
'2005WF4'      54800.000000   1.5097018638953501e+00   2.3291288282867020e-01   1.5960619106333224e+01   5.8419743349978184e+01   2.1572925135286440e+01   2.1152498334627157e+02
'2005WG4'      54800.000000   2.4374876162693102e+00   6.0191030499259646e-01   1.0345208863824942e+01   6.3654993218458152e+01   3.0926885737149661e+02   2.9624554863913630e+02
'2005WK4'      54800.000000   1.0116576800213100e+00   2.3717220860577359e-01   9.8329718679743845e+00   1.3830799429411402e+02   7.4345639177240542e+01   2.1853735018739783e+02
'2005WM3'      54800.000000   2.6719360974803501e+00   6.2129907321009326e-01   1.2308805212813967e+00   2.4044720430623209e+02   1.9009383111759118e+02   2.4777420498860326e+02
'2005WO3'      54800.000000   1.5736001460534501e+00   3.5490289550546139e-01   2.2953689633091862e+01   6.4203020948449591e+01   3.1248084548002907e+02   2.1219268555658564e+02
'2005WR2'      54800.000000   1.5315013173487200e+00   5.4627772851214018e-01   7.8582077591436850e+00   2.8247566301604598e+02   4.9432302053064369e+01   2.4854148016026943e+02
'2005WR3'      54800.000000   1.2970147921652500e+00   2.9410024911121302e-01   3.4248153474765360e+01   6.5965004585142438e+01   2.6570181044944889e+02   7.4671487858458420e+01
'2005WS3'      54800.000000   6.7171011129803504e-01   5.7509855779104802e-01   2.3029700977962737e+01   6.9432863529492138e+01   1.7605041700658535e+02   1.5720836356413046e+00
'2005XA'       54800.000000   2.5542176025317902e+00   6.5623127205366816e-01   5.4997064563154101e+00   6.9510004573932790e+01   4.5407571044320761e+01   2.5497732939492116e+02
'2005XC1'      54800.000000   2.5195932490590098e+00   5.8903774907757478e-01   1.2970290600416144e+01   7.9187934358645364e+01   3.4989864038210868e+02   2.7033234157524464e+02
'2005XL80'     54800.000000   1.7260973608428201e+00   4.8753066827850039e-01   1.0893345074843223e+01   5.3459812266536495e+01   1.4345345450664644e+02   6.3903948744492006e+01
'2005XM4'      54800.000000   1.3037799732793700e+00   6.4142819861635905e-02   3.4144841483298912e+01   8.1914108492982663e+01   3.4521409548586115e+02   3.5808729832217421e+02
'2005XN'       54800.000000   1.7558842995449400e+00   4.1702871855366003e-01   2.1138180408051078e+01   7.1871347930816157e+01   3.3604785901905882e+02   1.1190265560322064e+02
'2005XN27'     54800.000000   2.4054021254973601e+00   6.3345855762477110e-01   2.9559661611392724e-01   2.1553735527071001e+02   1.6948898185379264e+02   2.9762038721080569e+02
'2005XP66'     54800.000000   2.8041188655246700e+00   5.8018293521621500e-01   2.9040080973723663e+00   2.1588194204296684e+02   2.7318340195108959e+02   2.1425767291885427e+02
'2005XW77'     54800.000000   1.6153586145254699e+00   3.5558798599949198e-01   1.6440896264027767e+01   2.6883427193083349e+02   9.9992301857581722e+01   2.0055714589531848e+02
'2005XY4'      54800.000000   1.0562461425090901e+00   5.9852861480628505e-01   1.9072785008048367e+00   1.6315417858219269e+02   1.4331560323072364e+02   3.2411015382593575e+02
'2005YC'       54800.000000   3.2338254647599101e+00   6.1215667427898957e-01   2.4210974325679697e+01   2.9653094779486969e+02   1.2349835971404038e+02   1.8870839251544987e+02
'2005YK'       54800.000000   1.0611146623713199e+00   3.0767442711119597e-01   5.6219229406938673e+00   2.6968129154925492e+02   8.0383012719099597e+01   3.1278301349161899e+02
'2005YN128'    54800.000000   1.6615321698098799e+00   4.4262411438482546e-01   2.5789971091837867e+00   2.8490988019535308e+02   1.1773812481084563e+02   1.5067204633667018e+02
'2005YP55'     54800.000000   2.2828449841151399e+00   4.3685745037590767e-01   6.9347340661436396e+00   1.0534442303781897e+02   2.6752743486149910e+02   3.4375342986748888e+02
'2005YP180'    54800.000000   1.3729709102587000e+00   6.1708318322460098e-01   4.1129258072906723e+00   2.8919091716702337e+02   9.2156755937685162e+01   3.2133760437146628e+02
'2005YT55'     54800.000000   2.2516239908306401e+00   4.6022261721829316e-01   2.3001314364580501e+00   1.4139738402848658e+02   1.1634159393879685e+01   2.9404711211611232e+02
'2005YT128'    54800.000000   2.6146679249451701e+00   5.7144239401110852e-01   2.7233140584359990e+01   2.9414042871587952e+02   1.1526229289803268e+02   2.6223471715862820e+02
'2005YU8'      54800.000000   2.0121209965450002e+00   5.4269171740246924e-01   4.0315437194973693e+00   2.7925888388229203e+02   2.3733280558043487e+02   3.5229805865306838e+02
'2005YY36'     54800.000000   1.8933218357243400e+00   3.9558265984289553e-01   4.6142688417791735e+00   2.7529879030034624e+02   2.1399067955037015e+02   3.7941481380628339e+01
'2006AC3'      54800.000000   2.3374173331880299e+00   5.6784954706622381e-01   3.0595532771247442e+00   1.0853410822676352e+02   3.2318849346783759e+02   2.9970182831617421e+02
'2006AD'       54800.000000   1.0483412326864900e+00   4.8988775376513127e-01   5.4987078865761951e+01   1.2040902167731974e+02   8.7305266396018112e+01   1.6647666248583346e+02
'2006AH4'      54800.000000   1.9173602188039001e+00   4.7066796552225998e-01   6.6385833212262868e-01   2.7919602960289973e+02   2.0880284066662037e+02   2.5931685084543837e+01
'2006AL4'      54800.000000   2.4914282982840699e+00   5.8528501460051796e-01   2.7614033739763788e+00   1.0316642786969561e+02   2.7974365338867756e+01   2.5995219964652222e+02
'2006AN'       54800.000000   1.0934753875950001e+00   2.1997120746912857e-01   7.4040059302490411e+00   2.7772048250544822e+02   2.7343711249963661e+02   1.3044742796469359e+02
'2006AO4'      54800.000000   2.6297128584591301e+00   5.8241789813506017e-01   2.4401647034020474e+01   3.1862846855194357e+02   5.0317310641765445e+01   3.1527423788228475e+02
'2006AP3'      54800.000000   1.7221492071054501e+00   3.7353250171721181e-01   1.0007054210128787e+01   2.8980350117351117e+02   1.7224304318342251e+02   1.0354373243494291e+02
'2006AT2'      54800.000000   2.7093217975698201e+00   5.9821033071927809e-01   2.1155847609938860e+01   1.4416637213800144e+02   3.9192413747024972e+01   2.0496700407596566e+02
'2006AU3'      54800.000000   2.2667669389312501e+00   5.6523196925133912e-01   1.4167231813010523e+00   1.1470721833184128e+02   5.1167671597611979e-02   3.0320986866860642e+02
'2006AX'       54800.000000   1.2902002262188701e+00   1.4191840791871854e-01   1.1681899955766944e+01   2.8057652429111482e+02   2.3275954657968114e+02   3.1686854306645506e+02
'2006BB9'      54800.000000   2.6928718864308898e+00   6.6688617207787770e-01   6.7440584643811672e+00   3.0157320894037008e+02   1.3326151014390308e+02   2.4083476279150813e+02
'2006BC8'      54800.000000   1.2275035831163701e+00   4.3187376781756687e-01   6.9016764827936328e+00   3.0340398993106493e+02   9.1108169639089766e+01   7.6425427560912937e+01
'2006BE55'     54800.000000   1.1962432226111399e+00   4.2468809853414197e-01   2.4237033309330918e+00   1.2574476404262514e+02   1.2586440066272256e+02   3.5462037205380722e+02
'2006BG'       54800.000000   1.6823272225167101e+00   7.3237116296631066e-01   4.8137749019842362e+00   2.8111118128927512e+02   3.4102934931454877e+02   7.0445944987649440e+01
'2006BO7'      54800.000000   1.4351952974572699e+00   4.0314967671427371e-01   3.4253474220797864e-01   2.9522190079236361e+02   2.4750806204820438e+02   2.1130040476500088e+02
'2006BP147'    54800.000000   1.2871367290172699e+00   2.4037936675151847e-01   5.5962611118798034e+00   3.1078318915098220e+02   1.2315352675595246e+02   1.4025780242951297e+01
'2006BT7'      54800.000000   1.5219881927590799e+00   6.3309142046403588e-01   1.6147507976877350e+01   2.9867377786630357e+02   3.4242520153246829e+02   6.4706987476359018e+01
'2006BX147'    54800.000000   8.2439941000000705e-01   6.7311291000000406e-01   9.8859530000000699e+00   1.4327084400000021e+02   2.0283040499999973e+02   3.5813432099999136e+02
'2006BY7'      54800.000000   1.8738768508098000e+00   4.5563722841419435e-01   3.1780484234768513e+00   3.0274566524338832e+02   1.6233748366893911e+02   4.6431464005603551e+01
'2006BY8'      54800.000000   2.4859136228369900e+00   6.7322098333762137e-01   2.6884782989689358e+00   3.0077139505180668e+02   1.2242306827527254e+02   2.7242907443130321e+02
'2006BZ147'    54800.000000   1.0233884055614599e+00   9.8644885327267784e-02   1.4089215781818381e+00   1.3984592465287679e+02   9.4701378153787118e+01   1.7105246317892397e+02
'2006CL'       54800.000000   1.6625744224620900e+00   4.1295240171854419e-01   8.1470571970082180e+00   3.1298412072694094e+02   1.5167421376829577e+02   1.2577840320043238e+02
'2006CN10'     54800.000000   2.8002638637826802e+00   6.0745638609160513e-01   1.2368778579023136e+00   2.2948482844071103e+02   3.1227052955829430e+02   2.0739090987606653e+02
'2006CT10'     54800.000000   2.8986976103892199e+00   6.6017428336198969e-01   1.2937695692771777e+01   1.1148319597218233e+02   3.0010496854736544e+01   2.0499751334343230e+02
'2006CU10'     54800.000000   1.4751862115221599e+00   4.4746482557672668e-01   4.9236827755805002e+01   1.4632281008751383e+02   1.3064215665488302e+02   1.1838027820057934e+02
'2006CV9'      54800.000000   2.7296655281839199e+00   5.2729572532885416e-01   1.9569401495395752e+01   1.1658393671751016e+02   3.2980209780681776e+01   2.2481541019986858e+02
'2006CW'       54800.000000   2.2276322011989800e+00   4.9211128230954737e-01   6.5428053320764823e+00   1.4488031157725712e+02   4.1317201549101874e+01   2.8978374217089379e+02
'2006CX'       54800.000000   1.7140307658377201e+00   2.9610984848410393e-01   2.8953740295548460e+01   3.5486723333516528e+02   1.6079047559319312e+02   8.3891314456290829e+01
'2006CX10'     54800.000000   2.5545804460118400e+00   5.1760617646150475e-01   2.7333693457829337e+01   3.2424172210854145e+01   1.8897469249138180e+02   2.3060162528628916e+02
'2006DM'       54800.000000   1.3551567364814401e+00   2.1211784132733880e-01   7.0744770682492497e+00   3.3399555178094033e+02   1.7769419073439948e+02   2.7275216651774105e+02
'2006DN'       54800.000000   1.3800997657067600e+00   2.7580784273775649e-01   2.6606667520285054e-01   9.6339403680858751e+01   1.0142094303305669e+02   2.2992816483647786e+02
'2006DP11'     54800.000000   1.8599262384279900e+00   6.9783065676940015e-01   8.5449944921686072e+00   2.1510912217486858e+01   3.1009997757562100e+01   5.8505831511293948e+01
'2006DQ62'     54800.000000   2.0294530243439799e+00   6.8254764489049458e-01   5.7679060000222062e+00   2.1794556477900429e+02   6.8213897182399617e+00   3.2820656185251892e+02
